Date,SKU,UnitPrice,Quantity,TotalPrice
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Cafe Caramel,160,5,800
20-02-2019,Butterscotch Single Scoop,60,1,60
20-02-2019,Cake Fudge,150,4,600
20-02-2019,Cake Fudge,150,2,300
20-02-2019,Cafe Caramel,160,5,800
20-02-2019,Butterscotch Single Scoop,60,2,120
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Butterscotch Single Scoop,60,1,60
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Cake Fudge,150,2,300
20-02-2019,Hot Chocolate Fudge,120,5,600
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Butterscotch Single Scoop,60,2,120
20-02-2019,Butterscotch Single Scoop,60,3,180
20-02-2019,Cake Fudge,150,5,750
20-02-2019,Cake Fudge,150,2,300
20-02-2019,Butterscotch Double Scoop,90,4,360
20-02-2019,Cake Fudge,150,1,150
20-02-2019,Vanilla Double Scoop,80,2,160
20-02-2019,Cake Fudge,150,1,150
20-02-2019,Cake Fudge,150,3,450
20-02-2019,Death by Chocolate,180,4,720
20-02-2019,Hot Chocolate Fudge,120,4,480
20-02-2019,Vanilla Single Scoop,50,4,200
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Hot Chocolate Fudge,120,4,480
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Death by Chocolate,180,5,900
20-02-2019,Butterscotch Single Scoop,60,1,60
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Dry Fruit Single Scoop,60,5,300
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Hot Chocolate Fudge,120,4,480
20-02-2019,Cake Fudge,150,2,300
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Cake Fudge,150,2,300
20-02-2019,Cake Fudge,150,5,750
20-02-2019,Butterscotch Single Scoop,60,3,180
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Cake Fudge,150,4,600
20-02-2019,Fig and Honey Double Scoop,90,3,270
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Death by Chocolate,180,1,180
20-02-2019,Butterscotch Single Scoop,60,3,180
20-02-2019,Cafe Caramel,160,5,800
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Pista Double Scoop,90,2,180
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Dry Fruit Double Scoop,90,4,360
20-02-2019,Death by Chocolate,180,4,720
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Butterscotch Double Scoop,90,3,270
20-02-2019,Vanilla Double Scoop,80,1,80
20-02-2019,Death by Chocolate,180,4,720
20-02-2019,Caramel Crunch Double Scoop,100,1,100
20-02-2019,Hot Chocolate Fudge,120,5,600
20-02-2019,Death by Chocolate,180,4,720
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Hot Chocolate Fudge,120,4,480
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Butterscotch Single Scoop,60,3,180
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Butterscotch Single Scoop,60,4,240
20-02-2019,Fig and Honey Single Scoop,60,1,60
20-02-2019,Cake Fudge,150,1,150
20-02-2019,Cake Fudge,150,4,600
20-02-2019,Cafe Caramel,160,4,640
20-02-2019,Death by Chocolate,180,1,180
20-02-2019,Hot Chocolate Fudge,120,4,480
20-02-2019,Hot Chocolate Fudge,120,4,480
20-02-2019,Hot Chocolate Fudge,120,5,600
20-02-2019,Fig and Honey Single Scoop,60,5,300
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Dry Fruit Double Scoop,90,5,450
20-02-2019,Hot Chocolate Fudge,120,5,600
20-02-2019,Chocolate Europa Single Scoop,70,4,280
20-02-2019,Cake Fudge,150,3,450
20-02-2019,Fig and Honey Single Scoop,60,2,120
20-02-2019,Vanilla Double Scoop,80,2,160
20-02-2019,Hot Chocolate Fudge,120,3,360
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Cake Fudge,150,4,600
20-02-2019,Chocolate Europa Double Scoop,100,2,200
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Death by Chocolate,180,5,900
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Vanilla Double Scoop,80,3,240
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Vanilla Double Scoop,80,1,80
20-02-2019,Death by Chocolate,180,2,360
20-02-2019,Hot Chocolate Fudge,120,1,120
20-02-2019,Vanilla Double Scoop,80,1,80
20-02-2019,Vanilla Single Scoop,50,1,50
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Death by Chocolate,180,5,900
20-02-2019,Rocky Road Single Scoop,50,4,200
20-02-2019,Cafe Caramel,160,4,640
20-02-2019,Vanilla Double Scoop,80,4,320
20-02-2019,Butterscotch Single Scoop,60,5,300
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Death by Chocolate,180,5,900
20-02-2019,Vanilla Double Scoop,80,1,80
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Hot Chocolate Fudge,120,2,240
20-02-2019,Cafe Caramel,160,1,160
20-02-2019,Cake Fudge,150,1,150
21-02-2019,Cake Fudge,150,1,150
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Cafe Caramel,160,2,320
21-02-2019,Death by Chocolate,180,5,900
21-02-2019,Death by Chocolate,180,5,900
21-02-2019,Cake Fudge,150,1,150
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Death by Chocolate,180,4,720
21-02-2019,Vanilla Single Scoop,50,5,250
21-02-2019,Vanilla Single Scoop,50,5,250
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Vanilla Single Scoop,50,2,100
21-02-2019,Butterscotch Single Scoop,60,2,120
21-02-2019,Vanilla Double Scoop,80,3,240
21-02-2019,Vanilla Double Scoop,80,1,80
21-02-2019,Death by Chocolate,180,2,360
21-02-2019,Butterscotch Single Scoop,60,5,300
21-02-2019,Cake Fudge,150,3,450
21-02-2019,Cake Fudge,150,1,150
21-02-2019,Butterscotch Single Scoop,60,5,300
21-02-2019,Vanilla Double Scoop,80,1,80
21-02-2019,Hot Chocolate Fudge,120,5,600
21-02-2019,Cake Fudge,150,4,600
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Fig and Honey Double Scoop,90,2,180
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Vanilla Single Scoop,50,1,50
21-02-2019,Death by Chocolate,180,4,720
21-02-2019,Dry Fruit Single Scoop,60,2,120
21-02-2019,Dry Fruit Double Scoop,90,5,450
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Vanilla Double Scoop,80,1,80
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Cake Fudge,150,4,600
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Butterscotch Single Scoop,60,3,180
21-02-2019,Butterscotch Single Scoop,60,2,120
21-02-2019,Vanilla Double Scoop,80,1,80
21-02-2019,Fig and Honey Single Scoop,60,2,120
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Cafe Caramel,160,2,320
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Death by Chocolate,180,2,360
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Vanilla Single Scoop,50,4,200
21-02-2019,Vanilla Single Scoop,50,5,250
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Cafe Caramel,160,4,640
21-02-2019,Butterscotch Single Scoop,60,4,240
21-02-2019,Cafe Caramel,160,3,480
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Butterscotch Single Scoop,60,2,120
21-02-2019,Cake Fudge,150,4,600
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Hot Chocolate Fudge,120,4,480
21-02-2019,Death by Chocolate,180,3,540
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Vanilla Double Scoop,80,5,400
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Mint Fudge,120,4,480
21-02-2019,Butterscotch Single Scoop,60,4,240
21-02-2019,Rocky Road Double Scoop,80,1,80
21-02-2019,Hot Chocolate Fudge,120,4,480
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Cake Fudge,150,1,150
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Death by Chocolate,180,4,720
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Cake Fudge,150,4,600
21-02-2019,Vanilla Double Scoop,80,5,400
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Death by Chocolate,180,4,720
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Cake Fudge,150,4,600
21-02-2019,Death by Chocolate,180,5,900
21-02-2019,Cafe Caramel,160,3,480
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Cafe Caramel,160,5,800
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Vanilla Single Scoop,50,5,250
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Hot Chocolate Fudge,120,5,600
21-02-2019,Chocolate Europa Double Scoop,100,4,400
21-02-2019,Vanilla Double Scoop,80,5,400
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Vanilla Single Scoop,50,5,250
21-02-2019,Death by Chocolate,180,5,900
21-02-2019,Cake Fudge,150,1,150
21-02-2019,Cafe Caramel,160,5,800
21-02-2019,Butterscotch Single Scoop,60,2,120
21-02-2019,Butterscotch Single Scoop,60,5,300
21-02-2019,Butterscotch Single Scoop,60,3,180
21-02-2019,Vanilla Single Scoop,50,2,100
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Pista Double Scoop,90,4,360
21-02-2019,Death by Chocolate,180,1,180
21-02-2019,Dry Fruit Double Scoop,90,2,180
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Fig and Honey Double Scoop,90,5,450
21-02-2019,Death by Chocolate,180,4,720
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Cafe Caramel,160,5,800
21-02-2019,Hot Chocolate Fudge,120,5,600
21-02-2019,Cake Fudge,150,1,150
21-02-2019,Butterscotch Single Scoop,60,5,300
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Vanilla Double Scoop,80,3,240
21-02-2019,Cafe Caramel,160,1,160
21-02-2019,Vanilla Single Scoop,50,1,50
21-02-2019,Rocky Road Single Scoop,50,1,50
21-02-2019,Vanilla Single Scoop,50,3,150
21-02-2019,Cake Fudge,150,2,300
21-02-2019,Butterscotch Single Scoop,60,5,300
21-02-2019,Rocky Road Single Scoop,50,3,150
21-02-2019,Rocky Road Single Scoop,50,1,50
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Vanilla Single Scoop,50,3,150
21-02-2019,Vanilla Double Scoop,80,5,400
21-02-2019,Vanilla Double Scoop,80,5,400
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Death by Chocolate,180,3,540
21-02-2019,Death by Chocolate,180,4,720
21-02-2019,Vanilla Single Scoop,50,4,200
21-02-2019,Hot Chocolate Fudge,120,3,360
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Almond Fudge,150,1,150
21-02-2019,Hot Chocolate Fudge,120,1,120
21-02-2019,Butterscotch Single Scoop,60,2,120
21-02-2019,Hot Chocolate Fudge,120,2,240
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Hot Chocolate Fudge,120,4,480
21-02-2019,Cake Fudge,150,5,750
21-02-2019,Butterscotch Single Scoop,60,5,300
21-02-2019,Vanilla Double Scoop,80,1,80
21-02-2019,Vanilla Double Scoop,80,4,320
21-02-2019,Butterscotch Single Scoop,60,1,60
21-02-2019,Mint Fudge,120,5,600
21-02-2019,Vanilla Double Scoop,80,2,160
21-02-2019,Vanilla Single Scoop,50,4,200
21-02-2019,Vanilla Double Scoop,80,5,400
21-02-2019,Vanilla Double Scoop,80,3,240
22-02-2019,Trilogy,160,1,160
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Vanilla Double Scoop,80,2,160
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Chocolate Europa Single Scoop,70,3,210
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Butterscotch Single Scoop,60,4,240
22-02-2019,Butterscotch Single Scoop,60,1,60
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Cake Fudge,150,4,600
22-02-2019,Butterscotch Single Scoop,60,5,300
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Cake Fudge,150,5,750
22-02-2019,Butterscotch Single Scoop,60,1,60
22-02-2019,Vanilla Double Scoop,80,2,160
22-02-2019,Death by Chocolate,180,1,180
22-02-2019,Cake Fudge,150,5,750
22-02-2019,Cafe Caramel,160,1,160
22-02-2019,Butterscotch Single Scoop,60,4,240
22-02-2019,Hot Chocolate Fudge,120,3,360
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Trilogy,160,5,800
22-02-2019,Death by Chocolate,180,5,900
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Butterscotch Single Scoop,60,4,240
22-02-2019,Dry Fruit Single Scoop,60,4,240
22-02-2019,Vanilla Double Scoop,80,2,160
22-02-2019,Cafe Caramel,160,4,640
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Death by Chocolate,180,2,360
22-02-2019,Hot Chocolate Fudge,120,1,120
22-02-2019,Cake Fudge,150,2,300
22-02-2019,Death by Chocolate,180,5,900
22-02-2019,Vanilla Double Scoop,80,2,160
22-02-2019,Butterscotch Single Scoop,60,3,180
22-02-2019,Hot Chocolate Fudge,120,4,480
22-02-2019,Cake Fudge,150,1,150
22-02-2019,Vanilla Single Scoop,50,5,250
22-02-2019,Cake Fudge,150,1,150
22-02-2019,Hot Chocolate Fudge,120,3,360
22-02-2019,Dry Fruit Single Scoop,60,1,60
22-02-2019,Chocolate Europa Single Scoop,70,4,280
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Butterscotch Single Scoop,60,1,60
22-02-2019,Vanilla Single Scoop,50,1,50
22-02-2019,Vanilla Single Scoop,50,3,150
22-02-2019,Vanilla Single Scoop,50,3,150
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Fig and Honey Double Scoop,90,4,360
22-02-2019,Vanilla Double Scoop,80,3,240
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Butterscotch Single Scoop,60,3,180
22-02-2019,Cake Fudge,150,4,600
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Death by Chocolate,180,5,900
22-02-2019,Hot Chocolate Fudge,120,1,120
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Butterscotch Single Scoop,60,3,180
22-02-2019,Cafe Caramel,160,3,480
22-02-2019,Cafe Caramel,160,5,800
22-02-2019,Vanilla Double Scoop,80,5,400
22-02-2019,Vanilla Single Scoop,50,5,250
22-02-2019,Hot Chocolate Fudge,120,3,360
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Cafe Caramel,160,4,640
22-02-2019,Almond Fudge,150,5,750
22-02-2019,Caramel Crunch Single Scoop,70,5,350
22-02-2019,Vanilla Single Scoop,50,3,150
22-02-2019,Vanilla Single Scoop,50,4,200
22-02-2019,Trilogy,160,3,480
22-02-2019,Cake Fudge,150,2,300
22-02-2019,Butterscotch Single Scoop,60,3,180
22-02-2019,Butterscotch Single Scoop,60,2,120
22-02-2019,Vanilla Single Scoop,50,2,100
22-02-2019,Vanilla Single Scoop,50,3,150
22-02-2019,Vanilla Double Scoop,80,3,240
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Caramel Crunch Double Scoop,100,4,400
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Hot Chocolate Fudge,120,3,360
22-02-2019,Cake Fudge,150,2,300
22-02-2019,Cake Fudge,150,1,150
22-02-2019,Cake Fudge,150,4,600
22-02-2019,Death by Chocolate,180,4,720
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Death by Chocolate,180,2,360
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Fig and Honey Single Scoop,60,2,120
22-02-2019,Death by Chocolate,180,2,360
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Fig and Honey Single Scoop,60,1,60
22-02-2019,Caramel Crunch Double Scoop,100,4,400
22-02-2019,Hot Chocolate Fudge,120,1,120
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Death by Chocolate,180,1,180
22-02-2019,Vanilla Double Scoop,80,2,160
22-02-2019,Cake Fudge,150,5,750
22-02-2019,Vanilla Single Scoop,50,3,150
22-02-2019,Cake Fudge,150,4,600
22-02-2019,Vanilla Single Scoop,50,3,150
22-02-2019,Butterscotch Single Scoop,60,4,240
22-02-2019,Cafe Caramel,160,2,320
22-02-2019,Death by Chocolate,180,5,900
22-02-2019,Cake Fudge,150,2,300
22-02-2019,Butterscotch Single Scoop,60,5,300
22-02-2019,Butterscotch Single Scoop,60,5,300
22-02-2019,Vanilla Double Scoop,80,2,160
22-02-2019,Butterscotch Single Scoop,60,1,60
22-02-2019,Vanilla Double Scoop,80,5,400
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Butterscotch Double Scoop,90,3,270
22-02-2019,Butterscotch Single Scoop,60,1,60
22-02-2019,Vanilla Double Scoop,80,5,400
22-02-2019,Dry Fruit Single Scoop,60,4,240
22-02-2019,Hot Chocolate Fudge,120,1,120
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Fig and Honey Double Scoop,90,5,450
22-02-2019,Chocolate Europa Double Scoop,100,4,400
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Cafe Caramel,160,4,640
22-02-2019,Cafe Caramel,160,3,480
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Almond Fudge,150,2,300
22-02-2019,Fig and Honey Double Scoop,90,4,360
22-02-2019,Butterscotch Single Scoop,60,5,300
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Dry Fruit Double Scoop,90,2,180
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Vanilla Double Scoop,80,3,240
22-02-2019,Cake Fudge,150,5,750
22-02-2019,Cake Fudge,150,1,150
22-02-2019,Death by Chocolate,180,2,360
22-02-2019,Fig and Honey Single Scoop,60,3,180
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Cake Fudge,150,2,300
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Almond Fudge,150,5,750
22-02-2019,Hot Chocolate Fudge,120,1,120
22-02-2019,Hot Chocolate Fudge,120,3,360
22-02-2019,Vanilla Single Scoop,50,4,200
22-02-2019,Death by Chocolate,180,4,720
22-02-2019,Vanilla Double Scoop,80,1,80
22-02-2019,Cafe Caramel,160,1,160
22-02-2019,Cafe Caramel,160,3,480
22-02-2019,Dry Fruit Double Scoop,90,1,90
22-02-2019,Butterscotch Single Scoop,60,4,240
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Pista Double Scoop,90,5,450
22-02-2019,Fig and Honey Single Scoop,60,1,60
22-02-2019,Cafe Caramel,160,3,480
22-02-2019,Hot Chocolate Fudge,120,4,480
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Cake Fudge,150,2,300
22-02-2019,Hot Chocolate Fudge,120,2,240
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Vanilla Double Scoop,80,3,240
22-02-2019,Death by Chocolate,180,4,720
22-02-2019,Cake Fudge,150,4,600
22-02-2019,Cake Fudge,150,1,150
22-02-2019,Hot Chocolate Fudge,120,5,600
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Vanilla Double Scoop,80,4,320
22-02-2019,Cake Fudge,150,3,450
22-02-2019,Butterscotch Single Scoop,60,4,240
22-02-2019,Hot Chocolate Fudge,120,1,120
22-02-2019,Hot Chocolate Fudge,120,5,600
23-02-2019,Cafe Caramel,160,3,480
23-02-2019,Cake Fudge,150,5,750
23-02-2019,Fig and Honey Single Scoop,60,4,240
23-02-2019,Hot Chocolate Fudge,120,5,600
23-02-2019,Death by Chocolate,180,3,540
23-02-2019,Vanilla Single Scoop,50,1,50
23-02-2019,Cafe Caramel,160,3,480
23-02-2019,Cake Fudge,150,2,300
23-02-2019,Pista Single Scoop,60,5,300
23-02-2019,Dry Fruit Double Scoop,90,3,270
23-02-2019,Cake Fudge,150,3,450
23-02-2019,Vanilla Double Scoop,80,1,80
23-02-2019,Fig and Honey Single Scoop,60,3,180
23-02-2019,Death by Chocolate,180,2,360
23-02-2019,Hot Chocolate Fudge,120,3,360
23-02-2019,Vanilla Double Scoop,80,4,320
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Vanilla Double Scoop,80,5,400
23-02-2019,Hot Chocolate Fudge,120,3,360
23-02-2019,Vanilla Single Scoop,50,5,250
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Butterscotch Single Scoop,60,2,120
23-02-2019,Hot Chocolate Fudge,120,2,240
23-02-2019,Vanilla Single Scoop,50,2,100
23-02-2019,Vanilla Single Scoop,50,4,200
23-02-2019,Vanilla Double Scoop,80,2,160
23-02-2019,Hot Chocolate Fudge,120,4,480
23-02-2019,Death by Chocolate,180,2,360
23-02-2019,Caramel Crunch Single Scoop,70,2,140
23-02-2019,Cafe Caramel,160,2,320
23-02-2019,Cake Fudge,150,5,750
23-02-2019,Hot Chocolate Fudge,120,3,360
23-02-2019,Hot Chocolate Fudge,120,2,240
23-02-2019,Chocolate Europa Double Scoop,100,1,100
23-02-2019,Hot Chocolate Fudge,120,1,120
23-02-2019,Vanilla Double Scoop,80,1,80
23-02-2019,Cake Fudge,150,3,450
23-02-2019,Dry Fruit Double Scoop,90,4,360
23-02-2019,Death by Chocolate,180,5,900
23-02-2019,Chocolate Europa Double Scoop,100,4,400
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Vanilla Double Scoop,80,3,240
23-02-2019,Pista Single Scoop,60,4,240
23-02-2019,Cake Fudge,150,5,750
23-02-2019,Vanilla Single Scoop,50,5,250
23-02-2019,Vanilla Single Scoop,50,4,200
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Hot Chocolate Fudge,120,2,240
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Cake Fudge,150,4,600
23-02-2019,Death by Chocolate,180,5,900
23-02-2019,Hot Chocolate Fudge,120,5,600
23-02-2019,Hot Chocolate Fudge,120,4,480
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Death by Chocolate,180,5,900
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Butterscotch Single Scoop,60,2,120
23-02-2019,Hot Chocolate Fudge,120,4,480
23-02-2019,Chocolate Europa Single Scoop,70,5,350
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Death by Chocolate,180,1,180
23-02-2019,Vanilla Double Scoop,80,4,320
23-02-2019,Dry Fruit Double Scoop,90,3,270
23-02-2019,Vanilla Single Scoop,50,1,50
23-02-2019,Cake Fudge,150,5,750
23-02-2019,Vanilla Single Scoop,50,4,200
23-02-2019,Vanilla Double Scoop,80,2,160
23-02-2019,Death by Chocolate,180,5,900
23-02-2019,Butterscotch Single Scoop,60,3,180
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Vanilla Single Scoop,50,5,250
23-02-2019,Hot Chocolate Fudge,120,2,240
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Dry Fruit Double Scoop,90,1,90
23-02-2019,Pista Single Scoop,60,3,180
23-02-2019,Dry Fruit Double Scoop,90,3,270
23-02-2019,Pista Double Scoop,90,4,360
23-02-2019,Vanilla Double Scoop,80,2,160
23-02-2019,Hot Chocolate Fudge,120,4,480
23-02-2019,Vanilla Double Scoop,80,2,160
23-02-2019,Hot Chocolate Fudge,120,5,600
23-02-2019,Vanilla Double Scoop,80,4,320
23-02-2019,Pista Double Scoop,90,3,270
23-02-2019,Hot Chocolate Fudge,120,4,480
23-02-2019,Cake Fudge,150,5,750
23-02-2019,Butterscotch Double Scoop,90,4,360
23-02-2019,Butterscotch Single Scoop,60,4,240
23-02-2019,Pista Single Scoop,60,5,300
23-02-2019,Vanilla Single Scoop,50,2,100
23-02-2019,Butterscotch Double Scoop,90,4,360
23-02-2019,Hot Chocolate Fudge,120,5,600
23-02-2019,Cafe Caramel,160,5,800
23-02-2019,Cafe Caramel,160,4,640
23-02-2019,Death by Chocolate,180,2,360
23-02-2019,Vanilla Double Scoop,80,4,320
23-02-2019,Butterscotch Single Scoop,60,2,120
23-02-2019,Butterscotch Double Scoop,90,4,360
23-02-2019,Hot Chocolate Fudge,120,2,240
23-02-2019,Vanilla Double Scoop,80,5,400
23-02-2019,Vanilla Single Scoop,50,1,50
23-02-2019,Vanilla Double Scoop,80,2,160
23-02-2019,Hot Chocolate Fudge,120,4,480
23-02-2019,Butterscotch Single Scoop,60,3,180
23-02-2019,Hot Chocolate Fudge,120,5,600
23-02-2019,Vanilla Single Scoop,50,2,100
23-02-2019,Butterscotch Single Scoop,60,1,60
23-02-2019,Cake Fudge,150,2,300
23-02-2019,Pista Double Scoop,90,3,270
23-02-2019,Cake Fudge,150,1,150
23-02-2019,Vanilla Double Scoop,80,5,400
23-02-2019,Vanilla Double Scoop,80,1,80
23-02-2019,Death by Chocolate,180,1,180
23-02-2019,Vanilla Double Scoop,80,1,80
23-02-2019,Caramel Crunch Double Scoop,100,2,200
